ID,control,tool,n_burst,burstStart,burstDur,pauseDur,cycleDur,burstPct,pausePct,totalActions,totalChars,finalChars,totalDeletions,innerDeletions,posStart,posEnd,docLen,categ,charBurst,ratio
P-S9,+,TW,115,16408.204,28.77,20.57,49.34,0.58,0.42,130,110,92,20,18,1251,1250,1272,R,⌫,1.4
P-S9,+,TW,115,16408.204,28.77,20.57,49.34,0.58,0.42,130,110,92,20,18,1250,1249,1272,R,⌫,1.4
P-S9,+,TW,115,16408.204,28.77,20.57,49.34,0.58,0.42,130,110,92,20,18,1249,1248,1272,R,⌫,1.4
P-S9,+,TW,115,16408.204,28.77,20.57,49.34,0.58,0.42,130,110,92,20,18,1248,1247,1272,R,⌫,1.4
P-S9,+,TW,115,16408.204,28.77,20.57,49.34,0.58,0.42,130,110,92,20,18,1247,1265,1272,R,'un␣espace␣fumeur.,1.4
P-S9,+,TW,115,16408.204,28.77,20.57,49.34,0.58,0.42,130,110,92,20,18,1265,1264,1272,P,⌫,1.4
P-S9,+,TW,115,16408.204,28.77,20.57,49.34,0.58,0.42,130,110,92,20,18,1264,1263,1272,P,⌫,1.4
P-S9,+,TW,115,16408.204,28.77,20.57,49.34,0.58,0.42,130,110,92,20,18,1263,1262,1272,P,⌫,1.4
P-S9,+,TW,115,16408.204,28.77,20.57,49.34,0.58,0.42,130,110,92,20,18,1262,1261,1272,P,⌫,1.4
P-S9,+,TW,115,16408.204,28.77,20.57,49.34,0.58,0.42,130,110,92,20,18,1261,1260,1272,P,⌫,1.4
P-S9,+,TW,115,16408.204,28.77,20.57,49.34,0.58,0.42,130,110,92,20,18,1260,1259,1272,P,⌫,1.4
P-S9,+,TW,115,16408.204,28.77,20.57,49.34,0.58,0.42,130,110,92,20,18,1259,1258,1272,P,⌫,1.4
P-S9,+,TW,115,16408.204,28.77,20.57,49.34,0.58,0.42,130,110,92,20,18,1258,1257,1272,R,⌫,1.4
P-S9,+,TW,115,16408.204,28.77,20.57,49.34,0.58,0.42,130,110,92,20,18,1257,1256,1272,R,⌫,1.4
P-S9,+,TW,115,16408.204,28.77,20.57,49.34,0.58,0.42,130,110,92,20,18,1256,1255,1272,R,⌫,1.4
P-S9,+,TW,115,16408.204,28.77,20.57,49.34,0.58,0.42,130,110,92,20,18,1255,1254,1272,R,⌫,1.4
P-S9,+,TW,115,16408.204,28.77,20.57,49.34,0.58,0.42,130,110,92,20,18,1254,1253,1272,R,⌫,1.4
P-S9,+,TW,115,16408.204,28.77,20.57,49.34,0.58,0.42,130,110,92,20,18,1253,1252,1272,R,⌫,1.4
P-S9,+,TW,115,16408.204,28.77,20.57,49.34,0.58,0.42,130,110,92,20,18,1252,1251,1272,R,⌫,1.4
P-S9,+,TW,115,16408.204,28.77,20.57,49.34,0.58,0.42,130,110,92,20,18,1251,1267,1272,R,lieu␣pour␣fumer.,1.4
P-S9,+,TW,116,16457.547,7.14,29.39,36.53,0.2,0.8,27,1,1,26,0,62,61,1260,P,⌫,0.24
P-S9,+,TW,116,16457.547,7.14,29.39,36.53,0.2,0.8,27,1,1,26,0,61,60,1260,P,⌫,0.24
P-S9,+,TW,116,16457.547,7.14,29.39,36.53,0.2,0.8,27,1,1,26,0,60,59,1260,P,⌫,0.24
P-S9,+,TW,116,16457.547,7.14,29.39,36.53,0.2,0.8,27,1,1,26,0,59,58,1260,R,⌫,0.24
P-S9,+,TW,116,16457.547,7.14,29.39,36.53,0.2,0.8,27,1,1,26,0,58,57,1260,R,⌫,0.24
P-S9,+,TW,116,16457.547,7.14,29.39,36.53,0.2,0.8,27,1,1,26,0,57,56,1260,R,⌫,0.24
P-S9,+,TW,116,16457.547,7.14,29.39,36.53,0.2,0.8,27,1,1,26,0,56,55,1260,P,⌫,0.24
P-S9,+,TW,116,16457.547,7.14,29.39,36.53,0.2,0.8,27,1,1,26,0,55,54,1260,P,⌫,0.24
P-S9,+,TW,116,16457.547,7.14,29.39,36.53,0.2,0.8,27,1,1,26,0,54,53,1260,P,⌫,0.24
P-S9,+,TW,116,16457.547,7.14,29.39,36.53,0.2,0.8,27,1,1,26,0,53,52,1260,P,⌫,0.24
P-S9,+,TW,116,16457.547,7.14,29.39,36.53,0.2,0.8,27,1,1,26,0,52,51,1260,P,⌫,0.24
P-S9,+,TW,116,16457.547,7.14,29.39,36.53,0.2,0.8,27,1,1,26,0,51,50,1260,P,⌫,0.24
P-S9,+,TW,116,16457.547,7.14,29.39,36.53,0.2,0.8,27,1,1,26,0,50,49,1260,P,⌫,0.24
P-S9,+,TW,116,16457.547,7.14,29.39,36.53,0.2,0.8,27,1,1,26,0,49,50,1260,R,a,0.24
P-S9,+,TW,117,16494.074,5.09,0,5.09,1.0,0.0,3,3,3,0,0,661,663,1263,R,␣en,0
P-S10,+,TW,1,3226.903,3.92,9.65,13.57,0.29,0.71,1,0,0,1,0,0,0,1,P,⌫,0.41
P-S10,+,TW,2,3240.471,7.78,6.08,13.86,0.56,0.44,19,19,19,0,0,0,19,19,P,L'installation␣des␣,1.28
P-S10,+,TW,3,3254.327,10.67,3.07,13.74,0.78,0.22,40,40,40,0,0,19,59,59,P,fumoirs␣au␣sein␣de␣l'université␣comporte,3.48
P-S10,+,TW,4,3268.071,30.91,19.04,49.95,0.62,0.38,104,93,83,11,10,59,67,144,P,ra␣certé,1.62
P-S10,+,TW,4,3268.071,30.91,19.04,49.95,0.62,0.38,104,93,83,11,10,67,66,144,P,⌫,1.62
P-S10,+,TW,4,3268.071,30.91,19.04,49.95,0.62,0.38,104,93,83,11,10,66,91,144,P,ainement␣des␣avantages␣la,1.62
P-S10,+,TW,4,3268.071,30.91,19.04,49.95,0.62,0.38,104,93,83,11,10,91,90,144,P,⌫,1.62
P-S10,+,TW,4,3268.071,30.91,19.04,49.95,0.62,0.38,104,93,83,11,10,90,89,144,P,⌫,1.62
P-S10,+,TW,4,3268.071,30.91,19.04,49.95,0.62,0.38,104,93,83,11,10,89,126,144,P,mais␣surtout␣de␣nombreux␣points␣négta,1.62
P-S10,+,TW,4,3268.071,30.91,19.04,49.95,0.62,0.38,104,93,83,11,10,126,125,144,P,⌫,1.62
P-S10,+,TW,4,3268.071,30.91,19.04,49.95,0.62,0.38,104,93,83,11,10,125,124,144,P,⌫,1.62
P-S10,+,TW,4,3268.071,30.91,19.04,49.95,0.62,0.38,104,93,83,11,10,124,134,144,P,atifs␣son␣,1.62
P-S10,+,TW,4,3268.071,30.91,19.04,49.95,0.62,0.38,104,93,83,11,10,134,133,144,P,⌫,1.62
P-S10,+,TW,4,3268.071,30.91,19.04,49.95,0.62,0.38,104,93,83,11,10,133,139,144,P,t␣à␣ot,1.62
P-S10,+,TW,4,3268.071,30.91,19.04,49.95,0.62,0.38,104,93,83,11,10,139,138,144,P,⌫,1.62
P-S10,+,TW,4,3268.071,30.91,19.04,49.95,0.62,0.38,104,93,83,11,10,138,137,144,P,⌫,1.62
P-S10,+,TW,4,3268.071,30.91,19.04,49.95,0.62,0.38,104,93,83,11,10,137,140,144,P,noe,1.62
P-S10,+,TW,4,3268.071,30.91,19.04,49.95,0.62,0.38,104,93,83,11,10,140,139,144,P,⌫,1.62
P-S10,+,TW,4,3268.071,30.91,19.04,49.95,0.62,0.38,104,93,83,11,10,139,143,144,P,ter.,1.62
P-S10,+,TW,4,3268.071,30.91,19.04,49.95,0.62,0.38,104,93,83,11,10,143,144,144,P,⏎,1.62
P-S10,+,TW,4,3268.071,30.91,19.04,49.95,0.62,0.38,104,93,83,11,10,144,145,144,P,⏎,1.62
P-S10,+,TW,4,3268.071,30.91,19.04,49.95,0.62,0.38,104,93,83,11,10,145,144,144,P,⌫,1.62
P-S10,+,TW,4,3268.071,30.91,19.04,49.95,0.62,0.38,104,93,83,11,10,144,143,144,P,⌫,1.62
P-S10,+,TW,4,3268.071,30.91,19.04,49.95,0.62,0.38,104,93,83,11,10,143,144,144,P,⏎,1.62
P-S10,+,TW,5,3318.022,17.46,2.05,19.51,0.89,0.11,55,51,47,4,4,144,147,191,P,Lzu,8.52
P-S10,+,TW,5,3318.022,17.46,2.05,19.51,0.89,0.11,55,51,47,4,4,147,146,191,P,⌫,8.52
P-S10,+,TW,5,3318.022,17.46,2.05,19.51,0.89,0.11,55,51,47,4,4,146,145,191,P,⌫,8.52
P-S10,+,TW,5,3318.022,17.46,2.05,19.51,0.89,0.11,55,51,47,4,4,145,144,191,P,⌫,8.52
P-S10,+,TW,5,3318.022,17.46,2.05,19.51,0.89,0.11,55,51,47,4,4,144,186,191,P,Cette␣utilisation␣pourrait␣permettre␣aux␣h,8.52
P-S10,+,TW,5,3318.022,17.46,2.05,19.51,0.89,0.11,55,51,47,4,4,186,185,191,P,⌫,8.52
P-S10,+,TW,5,3318.022,17.46,2.05,19.51,0.89,0.11,55,51,47,4,4,185,191,191,P,jeunes,8.52
P-S10,+,TW,6,3337.526,4.54,2.16,6.7,0.68,0.32,1,1,1,0,0,143,144,193,P,␣,2.1
P-S10,+,TW,7,3344.23,0.11,1.68,1.79,0.06,0.94,1,1,1,0,0,192,193,193,P,␣,0.07
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,193,201,216,P,de␣fuler,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,201,200,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,200,199,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,199,198,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,198,197,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,197,196,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,196,195,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,195,194,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,194,193,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,193,192,216,ER,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,192,191,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,191,190,216,R,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,190,189,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,189,188,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,188,187,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,187,186,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,186,185,216,R,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,185,184,216,R,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,184,183,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,183,182,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,182,181,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,181,180,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,180,179,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,179,178,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,178,177,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,177,176,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,176,175,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,175,174,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,174,173,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,173,172,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,172,171,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,171,170,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,170,169,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,169,168,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,168,197,216,R,ait␣permettre␣aux␣jeunes␣de␣n,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,197,196,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,196,200,216,P,fulm,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,200,199,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,199,198,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,198,207,216,P,mer␣à␣l'n,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,207,206,216,P,⌫,12.04
P-S10,+,TW,8,3346.021,19.87,1.65,21.52,0.92,0.08,97,60,48,37,12,206,216,216,P,intérieure,12.04
P-S10,+,TW,9,3367.541,28.24,2.7,30.94,0.91,0.09,85,73,63,12,10,146,145,278,R,⌫,10.46
P-S10,+,TW,9,3367.541,28.24,2.7,30.94,0.91,0.09,85,73,63,12,10,145,156,278,R,"Bien␣que,␣c",10.46
P-S10,+,TW,9,3367.541,28.24,2.7,30.94,0.91,0.09,85,73,63,12,10,226,233,278,P,␣et␣din,10.46
P-S10,+,TW,9,3367.541,28.24,2.7,30.94,0.91,0.09,85,73,63,12,10,233,232,278,P,⌫,10.46
P-S10,+,TW,9,3367.541,28.24,2.7,30.94,0.91,0.09,85,73,63,12,10,232,231,278,P,⌫,10.46
P-S10,+,TW,9,3367.541,28.24,2.7,30.94,0.91,0.09,85,73,63,12,10,231,233,278,P,io,10.46
P-S10,+,TW,9,3367.541,28.24,2.7,30.94,0.91,0.09,85,73,63,12,10,233,232,278,P,⌫,10.46
P-S10,+,TW,9,3367.541,28.24,2.7,30.94,0.91,0.09,85,73,63,12,10,232,231,278,P,⌫,10.46
P-S10,+,TW,9,3367.541,28.24,2.7,30.94,0.91,0.09,85,73,63,12,10,231,251,278,P,onc␣de␣ne␣pas␣avoit␣,10.46
P-S10,+,TW,9,3367.541,28.24,2.7,30.94,0.91,0.09,85,73,63,12,10,251,250,278,P,⌫,10.46
P-S10,+,TW,9,3367.541,28.24,2.7,30.94,0.91,0.09,85,73,63,12,10,250,249,278,P,⌫,10.46
P-S10,+,TW,9,3367.541,28.24,2.7,30.94,0.91,0.09,85,73,63,12,10,249,253,278,P,r␣çà,10.46
P-S10,+,TW,9,3367.541,28.24,2.7,30.94,0.91,0.09,85,73,63,12,10,253,252,278,P,⌫,10.46
P-S10,+,TW,9,3367.541,28.24,2.7,30.94,0.91,0.09,85,73,63,12,10,252,251,278,P,⌫,10.46
P-S10,+,TW,9,3367.541,28.24,2.7,30.94,0.91,0.09,85,73,63,12,10,251,279,278,P,à␣sortir␣dehors␣pour␣fumerc␣,10.46
P-S10,+,TW,9,3367.541,28.24,2.7,30.94,0.91,0.09,85,73,63,12,10,279,278,278,P,⌫,10.46
P-S10,+,TW,9,3367.541,28.24,2.7,30.94,0.91,0.09,85,73,63,12,10,278,277,278,P,⌫,10.46
P-S10,+,TW,9,3367.541,28.24,2.7,30.94,0.91,0.09,85,73,63,12,10,277,278,278,P,␣,10.46
P-S10,+,TW,10,3398.485,5.6,10.35,15.95,0.35,0.65,2,0,0,2,0,226,225,278,P,⌫,0.54
P-S10,+,TW,11,3414.437,6.61,10.54,17.15,0.39,0.61,27,14,2,13,12,277,276,280,R,⌫,0.63
P-S10,+,TW,11,3414.437,6.61,10.54,17.15,0.39,0.61,27,14,2,13,12,276,290,280,R,",␣cela␣irait␣d",0.63
P-S10,+,TW,11,3414.437,6.61,10.54,17.15,0.39,0.61,27,14,2,13,12,290,289,280,P,⌫,0.63
P-S10,+,TW,11,3414.437,6.61,10.54,17.15,0.39,0.61,27,14,2,13,12,289,288,280,P,⌫,0.63
P-S10,+,TW,11,3414.437,6.61,10.54,17.15,0.39,0.61,27,14,2,13,12,288,287,280,P,⌫,0.63
P-S10,+,TW,11,3414.437,6.61,10.54,17.15,0.39,0.61,27,14,2,13,12,287,286,280,P,⌫,0.63
P-S10,+,TW,11,3414.437,6.61,10.54,17.15,0.39,0.61,27,14,2,13,12,286,285,280,P,⌫,0.63
P-S10,+,TW,11,3414.437,6.61,10.54,17.15,0.39,0.61,27,14,2,13,12,285,284,280,P,⌫,0.63
P-S10,+,TW,11,3414.437,6.61,10.54,17.15,0.39,0.61,27,14,2,13,12,284,283,280,P,⌫,0.63
P-S10,+,TW,11,3414.437,6.61,10.54,17.15,0.39,0.61,27,14,2,13,12,283,282,280,P,⌫,0.63
P-S10,+,TW,11,3414.437,6.61,10.54,17.15,0.39,0.61,27,14,2,13,12,282,281,280,P,⌫,0.63
P-S10,+,TW,11,3414.437,6.61,10.54,17.15,0.39,0.61,27,14,2,13,12,281,280,280,P,⌫,0.63
P-S10,+,TW,11,3414.437,6.61,10.54,17.15,0.39,0.61,27,14,2,13,12,280,279,280,P,⌫,0.63
P-S10,+,TW,11,3414.437,6.61,10.54,17.15,0.39,0.61,27,14,2,13,12,279,278,280,R,⌫,0.63
P-S10,+,TW,12,3431.588,11.04,4.46,15.5,0.71,0.29,16,0,0,16,0,102,101,271,P,⌫,2.48
P-S10,+,TW,12,3431.588,11.04,4.46,15.5,0.71,0.29,16,0,0,16,0,101,100,271,P,⌫,2.48
P-S10,+,TW,12,3431.588,11.04,4.46,15.5,0.71,0.29,16,0,0,16,0,100,99,271,P,⌫,2.48
P-S10,+,TW,12,3431.588,11.04,4.46,15.5,0.71,0.29,16,0,0,16,0,99,98,271,P,⌫,2.48
P-S10,+,TW,12,3431.588,11.04,4.46,15.5,0.71,0.29,16,0,0,16,0,98,97,271,P,⌫,2.48
P-S10,+,TW,12,3431.588,11.04,4.46,15.5,0.71,0.29,16,0,0,16,0,97,96,271,P,⌫,2.48
P-S10,+,TW,12,3431.588,11.04,4.46,15.5,0.71,0.29,16,0,0,16,0,96,95,271,P,⌫,2.48
P-S10,+,TW,12,3431.588,11.04,4.46,15.5,0.71,0.29,16,0,0,16,0,95,94,271,P,⌫,2.48
P-S10,+,TW,13,3447.092,6.69,4.34,11.03,0.61,0.39,24,18,12,6,6,270,280,284,R,ce␣qui␣sze,1.54
P-S10,+,TW,13,3447.092,6.69,4.34,11.03,0.61,0.39,24,18,12,6,6,280,279,284,R,⌫,1.54
P-S10,+,TW,13,3447.092,6.69,4.34,11.03,0.61,0.39,24,18,12,6,6,279,278,284,R,⌫,1.54
P-S10,+,TW,13,3447.092,6.69,4.34,11.03,0.61,0.39,24,18,12,6,6,278,281,284,R,ze,1.54
P-S10,+,TW,13,3447.092,6.69,4.34,11.03,0.61,0.39,24,18,12,6,6,281,280,284,R,⌫,1.54
P-S10,+,TW,13,3447.092,6.69,4.34,11.03,0.61,0.39,24,18,12,6,6,280,279,284,R,⌫,1.54
P-S10,+,TW,13,3447.092,6.69,4.34,11.03,0.61,0.39,24,18,12,6,6,279,278,284,R,⌫,1.54
P-S10,+,TW,13,3447.092,6.69,4.34,11.03,0.61,0.39,24,18,12,6,6,278,282,284,R,era,1.54
P-S10,+,TW,13,3447.092,6.69,4.34,11.03,0.61,0.39,24,18,12,6,6,282,281,284,R,⌫,1.54
P-S10,+,TW,13,3447.092,6.69,4.34,11.03,0.61,0.39,24,18,12,6,6,281,284,284,R,it␣,1.54
P-S10,+,TW,14,3458.116,21.82,5.65,27.47,0.79,0.21,109,93,84,16,9,284,288,361,R,plai,3.86
P-S10,+,TW,14,3458.116,21.82,5.65,27.47,0.79,0.21,109,93,84,16,9,288,287,361,R,⌫,3.86
P-S10,+,TW,14,3458.116,21.82,5.65,27.47,0.79,0.21,109,93,84,16,9,287,286,361,R,⌫,3.86
P-S10,+,TW,14,3458.116,21.82,5.65,27.47,0.79,0.21,109,93,84,16,9,286,285,361,R,⌫,3.86
P-S10,+,TW,14,3458.116,21.82,5.65,27.47,0.79,0.21,109,93,84,16,9,285,284,361,R,⌫,3.86
P-S10,+,TW,14,3458.116,21.82,5.65,27.47,0.79,0.21,109,93,84,16,9,284,283,361,R,⌫,3.86
P-S10,+,TW,14,3458.116,21.82,5.65,27.47,0.79,0.21,109,93,84,16,9,283,282,361,R,⌫,3.86
P-S10,+,TW,14,3458.116,21.82,5.65,27.47,0.79,0.21,109,93,84,16,9,282,281,361,R,⌫,3.86
P-S10,+,TW,14,3458.116,21.82,5.65,27.47,0.79,0.21,109,93,84,16,9,281,280,361,R,⌫,3.86
P-S10,+,TW,14,3458.116,21.82,5.65,27.47,0.79,0.21,109,93,84,16,9,280,279,361,R,⌫,3.86
P-S10,+,TW,14,3458.116,21.82,5.65,27.47,0.79,0.21,109,93,84,16,9,279,278,361,R,⌫,3.86
P-S10,+,TW,14,3458.116,21.82,5.65,27.47,0.79,0.21,109,93,84,16,9,278,277,361,R,⌫,3.86
P-S10,+,TW,14,3458.116,21.82,5.65,27.47,0.79,0.21,109,93,84,16,9,277,282,361,R,ne␣sé,3.86
P-S10,+,TW,14,3458.116,21.82,5.65,27.47,0.79,0.21,109,93,84,16,9,282,281,361,R,⌫,3.86
P-S10,+,TW,14,3458.116,21.82,5.65,27.47,0.79,0.21,109,93,84,16,9,281,280,361,R,⌫,3.86
P-S10,+,TW,14,3458.116,21.82,5.65,27.47,0.79,0.21,109,93,84,16,9,280,291,361,R,déplairaitp,3.86
P-S10,+,TW,14,3458.116,21.82,5.65,27.47,0.79,0.21,109,93,84,16,9,291,290,361,P,⌫,3.86
P-S10,+,TW,14,3458.116,21.82,5.65,27.47,0.79,0.21,109,93,84,16,9,290,309,361,P,␣pas␣à␣la␣plupart␣e,3.86
P-S10,+,TW,14,3458.116,21.82,5.65,27.47,0.79,0.21,109,93,84,16,9,309,308,361,P,⌫,3.86
P-S10,+,TW,14,3458.116,21.82,5.65,27.47,0.79,0.21,109,93,84,16,9,308,340,361,P,des␣fumeurs␣notamment␣lors␣des␣f,3.86
P-S10,+,TW,14,3458.116,21.82,5.65,27.47,0.79,0.21,109,93,84,16,9,340,339,361,P,⌫,3.86
P-S10,+,TW,14,3458.116,21.82,5.65,27.47,0.79,0.21,109,93,84,16,9,339,361,361,P,grands␣froids␣divers.␣,3.86
P-S10,+,TW,15,3485.588,12.35,6.69,19.04,0.65,0.35,16,10,4,6,6,361,362,367,P,L,1.85
P-S10,+,TW,15,3485.588,12.35,6.69,19.04,0.65,0.35,16,10,4,6,6,362,361,367,P,⌫,1.85
P-S10,+,TW,15,3485.588,12.35,6.69,19.04,0.65,0.35,16,10,4,6,6,361,370,367,P,Des␣probl,1.85
P-S10,+,TW,15,3485.588,12.35,6.69,19.04,0.65,0.35,16,10,4,6,6,370,369,367,P,⌫,1.85
P-S10,+,TW,15,3485.588,12.35,6.69,19.04,0.65,0.35,16,10,4,6,6,369,368,367,P,⌫,1.85
P-S10,+,TW,15,3485.588,12.35,6.69,19.04,0.65,0.35,16,10,4,6,6,368,367,367,P,⌫,1.85
P-S10,+,TW,15,3485.588,12.35,6.69,19.04,0.65,0.35,16,10,4,6,6,367,366,367,P,⌫,1.85
P-S10,+,TW,15,3485.588,12.35,6.69,19.04,0.65,0.35,16,10,4,6,6,366,365,367,P,⌫,1.85
P-S10,+,TW,16,3504.627,1.52,1.92,3.44,0.44,0.56,4,2,0,2,2,365,367,367,ER,po,0.79
P-S10,+,TW,16,3504.627,1.52,1.92,3.44,0.44,0.56,4,2,0,2,2,367,366,367,ER,⌫,0.79
P-S10,+,TW,16,3504.627,1.52,1.92,3.44,0.44,0.56,4,2,0,2,2,366,365,367,ER,⌫,0.79
P-S10,+,TW,17,3508.067,3.33,3.7,7.03,0.47,0.53,18,9,1,9,8,365,373,365,R,"désava,n",0.9
P-S10,+,TW,17,3508.067,3.33,3.7,7.03,0.47,0.53,18,9,1,9,8,373,372,365,P,⌫,0.9
P-S10,+,TW,17,3508.067,3.33,3.7,7.03,0.47,0.53,18,9,1,9,8,372,371,365,P,⌫,0.9
P-S10,+,TW,17,3508.067,3.33,3.7,7.03,0.47,0.53,18,9,1,9,8,371,370,365,P,⌫,0.9
P-S10,+,TW,17,3508.067,3.33,3.7,7.03,0.47,0.53,18,9,1,9,8,370,369,365,R,⌫,0.9
P-S10,+,TW,17,3508.067,3.33,3.7,7.03,0.47,0.53,18,9,1,9,8,369,368,365,R,⌫,0.9
P-S10,+,TW,17,3508.067,3.33,3.7,7.03,0.47,0.53,18,9,1,9,8,368,367,365,R,⌫,0.9
P-S10,+,TW,17,3508.067,3.33,3.7,7.03,0.47,0.53,18,9,1,9,8,367,366,365,R,⌫,0.9
P-S10,+,TW,17,3508.067,3.33,3.7,7.03,0.47,0.53,18,9,1,9,8,366,365,365,R,⌫,0.9
P-S10,+,TW,17,3508.067,3.33,3.7,7.03,0.47,0.53,18,9,1,9,8,365,364,365,R,⌫,0.9
P-S10,+,TW,17,3508.067,3.33,3.7,7.03,0.47,0.53,18,9,1,9,8,364,365,365,R,␣,0.9
P-S10,+,TW,18,3515.091,2.54,4.27,6.81,0.37,0.63,10,5,0,5,5,365,370,367,R,point,0.59
P-S10,+,TW,18,3515.091,2.54,4.27,6.81,0.37,0.63,10,5,0,5,5,370,369,367,R,⌫,0.59
P-S10,+,TW,18,3515.091,2.54,4.27,6.81,0.37,0.63,10,5,0,5,5,369,368,367,R,⌫,0.59
P-S10,+,TW,18,3515.091,2.54,4.27,6.81,0.37,0.63,10,5,0,5,5,368,367,367,R,⌫,0.59
P-S10,+,TW,18,3515.091,2.54,4.27,6.81,0.37,0.63,10,5,0,5,5,367,366,367,R,⌫,0.59
P-S10,+,TW,18,3515.091,2.54,4.27,6.81,0.37,0.63,10,5,0,5,5,366,365,367,R,⌫,0.59
P-S10,+,TW,19,3521.907,16.67,2.34,19.01,0.88,0.12,77,73,69,4,4,365,373,434,R,méconten,7.12
P-S10,+,TW,19,3521.907,16.67,2.34,19.01,0.88,0.12,77,73,69,4,4,373,372,434,R,⌫,7.12
P-S10,+,TW,19,3521.907,16.67,2.34,19.01,0.88,0.12,77,73,69,4,4,372,373,434,R,t,7.12
P-S10,+,TW,19,3521.907,16.67,2.34,19.01,0.88,0.12,77,73,69,4,4,373,372,434,R,⌫,7.12
